Crop,Question,Answer
,what are the major diseases in beans,"Anthracnose , angular leaf spot , rust  and common bacterial blight"
,How many months beans take to get harvested,3 months maximum
,how to maintain harvested beans,Store in a cool dry place 
,which cassava vanity is easy to cook,Most improved varieties like NAROCASS 1
,when can I spray my beans,Depends on what you are spraying
,how can I maintain my soil to be better for growing cassava or beans,Add fertilizer and stop soil erosion
,Which human activities cause soil erosion,Poor cropping practices 
,how can I improve the fertilizer of my soil,Add fertilizer and stop soil erosion
,How can I know that my maize crops has excessive application of nitrogen in it.,The amount of vegetative growth-Above normal
,what makes the roots of beans to dry off,Attack by diseases such as root rot 
,how can I control mole rats in my cassava garden? what can I use for storing my cassava?,Use traps or rodenticides 
,what are the conditions that favors the growth of beans,Good soil and weather conditions
,what causes lower abortion in beans,Diseases mainly
,what are the control mosaic,Use disease resistant varieties 
,how many  years should I plant my beans  in the same garden,At least twice in a consecutive seasons
,how can I control cassava mosaics,Use clean planting material
,how do we control rats in the garden,Traps or rodenticides
,How can I know the health maize seeds for planting.,Buy from NARO of certified seed suppliers
,How can I apply the fertilizer in my maize,Broadcast or near plant application
,why is it that Sunday soil not good for growing crops like maize?,It doesn�t hold water
,how to control cassava pests and diseases,Use resistant varieties and clean seeds 
,when should I  harvest my maize,At the beginning of dry season
,what makes my beans not to germinate well?,Poor growing conditions 
,Does planting Maize on lines help to reduce soil erosion?,Yes
,What type of agricultural herbicide used to weeds in cassava garden?,Weed master
,what are the methods of harvesting Maize Crop?,Hand harvesting mainly
,What are dangers of monoculture,Loss of nutrients and environmental degradation
,why is shifting cultivation very difficult to practice when I want to grow cassava?,Small land holdings 
,what causes poor fertility of the garden soil?,Leaching of nutrients
,Would you sow the seeds which float on water?,No
,What causes pressure yellowing and drying of maize leaves,Viruses
,which part of cassava does it affect?,Not clear
,How can a farmer protect him or her self from poison when spraying chemicals,Use protective gear
,what makes my cassava to wilt,Attack by pests and drought
,where should a farmer carry out terracing,On hilly slopes
,what is crop rotation and fallow,Crop rotation is growing of different crops on same piece of land season after season
,how can I differentiate loam soil from other types of soil,It is black and loaded with humus 
,what causes cassava mosaic  disease?,Cassava mosaic virus spread by whiteflies
,how can I drain off water in maize e,Use drainage channels
,What causes cassava bacteria blight,Xanthomonas bacteria
,What is dry weight in plants?,The weight after removing all the water
,What are the precautions that I should be taken when storing maize grains?,Make sure it well dried 
,how many inches can I use for planting my cassava,About 35 inches 
,What causes white flies on my maize?,Insects lay eggs there
,which fertilizer can I use in Cassava,NPK/Urea
,what can we do to prevent weeds in our garden,Weed early
,why do plants shade off their leaves during dry season,To reduce transpiration
,what causes cassava sort rot,Fungus from decaying plants 
,How does mature beans look like?,Less moisture content
,what makes my Cassava to few and small tubers,Diseases mainly
,how times can I add fertilizer in the soil,Once is enough for annual plants
,What causes bean seed breaking?,Not clear
,how to control pests in maize,Use good cropping practices 
,Which variety of cassava is resistant to pest and diseases,All improved varieties 
,Is it healthy to spray maize during flowering time,Yes
,How can a farmer control weevils in bean store?,Use weevil controlling insecticides 
,what causes brown streak disease?,Cassava brown streak viruses
,How meters should be cassava stem cutting,0.2 meters
,How can I know that my beans are dry for storage?,The color of the pod 
,how long does beans take to get  mature,Maximum three months 
, what is the spacing of cassava,1X1Meters 
,what causes my to grow short,Not clear
,What causes leaf rotting in cassava?,Fungus
,How can I do good crop management,Use good cropping practices 
,what are the importance of cassava leaves?,Food and vegetable
,why does cassava seeds when planted it put few and small Root tuber,They have no nodes
,what makes the maize to rot inside the comb,High moisture or pests
,What can help me make good compose manure?,A manure pit and home waste
,what makes my cassava to put few and small tubers,Diseases mainly
,how can I control bacterial blight,Use resistant varieties
,how do I know the healthy material for planting?,Source material from certified seed distributor
,what makes other maize leaves to become yellow,Viral disease or drought
,which variety of cassava has short maturity period?,Some locals and most improved varieties 
,How can I measure the amount of fertilizer to spray I acre of the maize garden?,Application rates come with the packaging.. Read them out
,how can I control weevils in my maize store,Use insecticides 
,How does bean disease spread,Through vectors
,what makes my cassava root to be dry,CBSD or drought
,what is organic matter,Decomposed organic material in the soil
,What method used for drying maize apart from sun drying,Hot air drying
,how long can I store my maize in store,About a year as long as it is well dried
,can I put fertilizer when planting maize,Yes
,when should I start to apply fertilizer in my maize garden,Immediately after planting
,Why is it necessary for me to plant small bean seeds near the Soil surface?,So that they can easily germinate
,What should I plant my beans?,Not clear
,what are good stages of spraying cassava,Depends on what you are spraying
,what are good stages of spraying maize,Vegetative stage
,why do some leaves of maize are turning into yellow,Viral attack or drought
,how can I control stringer in my maize garden,Use resistant varieties and good cropping systems 
,What is the effect of phytopathogenic fungi to crops,They control fungal infections 
,what causes weevils in maize store,They come from environment
,How can I control this in my beans garden,Not clear
,Which type of crops are good for intercropping with cassava,Beans
,and how can these diseases be controlled?,Not clear
,what is the importance of mulching the soil,To stop loss of soil and increase soil fertility
,which been varieties are tolerant to diseases,NAROBEANS
,How can I control cockroaches in my cassava store.,Use insecticides which is approved 
,By which means does cassava reproduce,Seed after pollination
,what type of herbicides can I use to control weeds in my cassava garden,Weed master
,When should I start weeding my Maize after planting?,When weeds appear
,Why chemical should I use to spray locusts in my cassava garden?,Striker
,what are the ways in which soil loses its fertility?,Poor cropping practices 
,How can I control cassava white flies in my cassava garden,Use resistant varieties and or insecticides 
,What is intercropping?,mixing crops together
,What is the best way of storing cassava,Store in a cool dry place 
,What is thinning?,Removing excess plants
,why are some cassava tubers not suitable for fresh consumption?,Have high cyanide 
,which type of crop is good for intercropping with maize,Beans
,which bean uanleties are to Brant to bean,Not clear
,how long does maize take to be mature,4 months maximum
,Which type of crop is good for intercropping with beans,Most crops especially cereals and tubers 
,why is my maize leaves yellowish ,Viral disease or drought
,what makes other bean leaf to become yellow in color,Attack by diseases 
,can I plant maize in a dry season,No except with irrigation
,what should I s use for threshing my beans,You can beat them or use the bean thresher machine
,what are the common beat diseases,A number of diseases including anthracnose
,what is the importance of irrigation to farmers.,improve yields in plants 
,how can I control Fall army worm,Use insecticides
,How can I control my beans?,Not clear
,how can I control pests in beans garden,Use good agric practices 
,which herbicide can remove weeds in maize,Weed master
,How long should I keep my beans in store,At least for 4 months and as long as they are not attacked by pests
,How does bean disease spread?,Vectors like insects spread diseases
,What can I use to water my garden during dry season,Irrigation implements 
,Which variety of cassava is high yielding,NAROCASS 1
,How many time should I spray my maize?,Whenever problem arises and at least twice a week
,how to make cow dug based fertilizer,Compost the dung into manure
,what are micro organism,Small organisms 
,which type of cassava stem can I plant in my garden,Mature and disease free stem 
,how can I control pests in maize,Use pesticides or appropriate methods of planting
,How can I get good seeds for planting,From NARO and seed suppliers 
,what is Epigeal germination?,Where cotyledons come on the surface during germination
,which fertilizer can I use for planting my maize now,NPK/Urea
,in which month are we having much rainfall,August and March
,how can I mention my garden,Weed regularly
,what causes cassava bacteria blight diseases in my garden,Diseased material of stems and diseased plants 
,What is the characteristic of loam soil,High fertility
,How can I follow rotation practice,Grow different crops as advised by the agric officer
,Why is Maize popularly grown in Uganda?,It is used for calories
, what method can I use for planting my maize in hilly area?,Use terraces 
,why does they plant cassava seeds instead of cassava cuttings,When you don�t have cuttings or during breeding
,How many days does maize takes to harvest,About 120 days 
,why is termites eating up my maize,Termites feed on maize stems
,What causes Maize leaf rust?,Fungal diseases/infection
,How can I control yellowing in maize,Use resistant varieties 
,is it good to plant expired make seeds?,No
,what should I use for cleaning my beans.,A blower
,How can I control termites eating my maize in the garden?,Use termiticides 
,where can I get healthy cassava cutting,Look for a healthy garden around or visit the nearest NARO offices
,What makes maize taste bitter,Aflatoxins
,how many  types  of maize in Uganda,Many including even local varieties 
,what changes the color of maize seeds?,Attack by molds 
,what is the recommended spacing of beans,10X30cm spacing and 5 cm
,How can l know when to harvest my cassava?,When it has reached maturity at 12 months 
,when should I start spraying my beans?,When pests attack
,How can I improve upon the soil fertility after over land usage?,Add fertilizers
,good agric practices ,Methods that improve productivity
,what causes cassava soft rot,Fungus
,how to mulch my beans garden,Mulch before they emerge from the soil
,How can a farmer kill eggs of pest before mature,Use pre emergence chemicals 
,how can I importance the fertility of my soil,Not clear
,why do some leaves yellow in color,Viral diseases 
,which  pest s attack beans,Insect and animal pests
,is it good for me to mix foliar fertilizer and pesticide while spraying,No
,What should I carryout when I have a virgin land and I want to plant my cassava?,Clear the land and make it ready for planting
,how can I control  weevils in my cassava,Use chemicals 
,what causes cassava green mite,Insects that attack the cassava plant
,what makes my beans to wilt,Drought or pest attack
,"How long maize takes to harvest,?",About 120 days 
,How can I control Nut grass in my Cassava garden?,Spray with herbicide
,What is flowering in maize plant.,Development of flowers 
,what are the use of Root nodules in my beans plant,To fix Nitrogen
,What is the importance of carrying out irrigation to my bean garden?,Stopping drought effects 
,How many days maize takes to harvest,About 120 days 
,which pests is bringing mosaic diseases,Whiteflies
,What makes acidic soil have concentration of hydrogen ions?,Increasing soil pH
,How can I control water longing in cassava garden?,Drain the land using terraces 
,How can I control aphids in bean plant,Spray with pesticide
,can beans be pruned,No
,which crop are good for inter cropping with cassava,Beans 
,What can I use to harvest my beans,Hands or appropriate machinery
,when should I plant my Maize?,At beginning of rainy season
,what is soil rotion,Not clear
,where are the pest of beans,Insect and animal pests
,what is the procedure of making compost manure,Add home waste into a compost pit
,which fertilizer is used for beans,NPK/Urea
,which fertilizer is good for planting maize,NPK/Urea
,How does maize disease spread,Through vectors and seeds 
,what makes the bean pod to have very small,Not clear
,how does nutrients cycling improve on the crops,It improves yields and crop effects on the environment
,What makes my Maize plants to break from the middle of the stem?,Deficiency of nutrients such as Nitrogen
,how can I control  cassava bacteria blight,Use clean planting material
,How does wind affect Cassava plants?,It spreads disease factor and also leads to drought
,How can I improve on my bean products?,Use good seeds 
,how control weevils in cassava store,Use chemicals 
,when should I plant my maize ,At the beginning of the rainy season
,how can I know the fertilizer that contains urea,Read the instructions on the paper
,How can I prepare manure.,Compost the dung into manure
,what fertilizer can I apply in my maize during drought,Nitrogen based fertilizers 
,what are good stages of applying fertilizers in cassava,At the planting stage or planting 
,What can a farmer use for storing cassava?,A well ventilated store free from pests
,what is mulching,Covering the soil
,what causes cassava tubers  rot,Diseases mainly
,what causes the die back of young maize,Lack of nutrients 
,what is the sign of cassava blight,Brown islands on the leaf
,What makes beans to have a bitter taste,Weevils
,what makes my beans not to germinate well,Poor seeds with low viability
,how to get health cassava cuttings,Go to the district or NARO offices 
,What is the advantages of Crop rotation?,It improves soil properties and yields 
,which crop is good for intercropping with cassava,Beans
,What type of cassava is advised to cultivate,NAROCASS 1 and improved varieties 
,what causes poor crop stand to farmers?,Poor seeding
,When am I advised to plant maize,March
,why do some leaves are yellow,Viral diseases 
,What makes my maize seed not to germinate well,Poor seed viability
,what chemical can I use for dressing maize ,Fungicides like Captan etc
,is healthy to eat raw cassava roots?,No
,What is artificial manure,The one produced off the farm
,which season does cassava give high.,Not clear
,How can I control goat weeds in my bean garden.,Use herbicides 
,what is the gestation period for beans,Maximum two months
,what makes beans to shade  off it's leaves.,When it is mature
,what can I use for seed dressing beans,Appropriate and recommended chemicals 
,which weather needs matching maze crop,Dry weather
,how can make compost manure for garden,Use home waste in a compost pit
,how mature should cassava cuttings be before planting,At least nine months 
,what is green garden,The one with green technologies 
,what fertilizer can I use in cassava,NPK/Urea
,What causes premature left leaf falls to crops in the garden?,Lack of nutrients 
,how to manage harvested maize,Dry it properly and store 
,What should be done to the affected cassava plants in the garden?,Burn them if the have viral disease 
,How  can I avoid pest on my crops?,Use pesticides or appropriate methods of planting
,how can I uproot cassava,Using a hoe
,what makes cassava not to grow,Poor growing conditions 
,What is the best size of cassava stem to be planted?,10-15 cm
,Is it good to plant maize and beans in one hole?,No
,how can I prepare a garden for planting maize,Use good field free from seeds 
,Which conditions of the Soil may be necessary for irrigation?,Dry conditions 
,what do were plant to get cassava,Prepare the land 
,what are the  distance of cassava planting,1X1Meters 
,What is cereal crop?,A crop that produces grain
,How should I plant my maize,Space at 70X30 cm and plant at about 5 cm below the soil
,which type of herbicides can I apply to control weeds in my garden,Weed master or glyphosate
,How can I maintain soil fertility,Add fertilizers
,what makes the roots of my maize to rot,Water logging
,which better yield can I apply in my cassava,NAROCASS 1 and improved varieties 
,which fertilizer should I use when growing maize,NPK/Urea
,what should I plant in my cassava stem,Not clear
,what causes rotting of maize in the comb before harvest,A lot of moisture
,what makes my roof tubers constricted,Cassava brown streak
,which chemical can I use for spraying beans,Depends on what you are spraying
,which weather is favorable of beans,Depends on what you are doing
,how can I carry out germination test for beans,Select beans and plant in appropriate conditions. Calculate the percentage that germinates 
,how can I control yeast in my maize,Not clear
,which fertilizer is good to use in maize,NPK/Urea
,what is CNN in full,Cable News Network
,do cassava require pruning,Yes
,which method of farming is best to control soil erosion in my maize garden?,Mulching
,How many Carter Pilars that affect beans,Not clear
,which disease attack cassava most,Cassava brown streak
,what type of soil is best for planting beans,Loam
,how can I control pests and diseases in my Cassava garden,Use resistant varieties or pesticides 
,What should bean seeds be treated with fungicides before sowing it? ,So that they germinate well
,How can a maintain healthy seedlings,Dry them well and keep them well
,where can I store my maize during rainy season,In a store free from pests and moisture
,what makes my cassava to put few Roots,Disease or poor growing conditions 
,what are the purposes of growing cassava,Food and income security
,what makes my cassava to grow with little roots,Disease or poor growing conditions 
,how can I control caterpillar eating  the stem of my Bean plant,Use insecticides
,what is the depth of the pit when planting maize,5cm
,what is the importance of thinning in my maize garden,To allow for good crop growth
,how can we prevent the spread of these diseases?,Not clear
,How can I eliminate weeds in maize garden,Remove them by weeding
,How can I control pests in my beans garden?,Use pesticides or appropriate methods of planting
,what can I do to prevent spear grass in my cassava garden,Spray with herbicide
,what are the kind of seed sampling,Not clear
,What causes white flies in cassava garden,They attack usually to feed 
,what makes my maize to grow taller,A lot of nitrogen
,What seed dressing,Applying chemicals on seed
,How can I obtain the percentage of moisture in the soil sample.,Measure 
,what is organic manure ,Manure from compost
,what are the signs of cassava green mite?,Bunchy top character of the stem and green dots on leaves
,What is weeds?,Un wanted plants in the garden
,how can I control yellowing in bean?,Use good cropping practices 
,What is weeding?,Removal of unwanted plants from garden
,what is the advantages of crop rotation?,Increases soil fertility 
,how can I control needs in my maize,Use herbicides 
,what are the common pests in beans,Insect pests mainly
,what are the qualities of a good fertilizer?,It should be able to be easily absorbed by plants
,how should I store my beans,Store in a cool dry place 
,what is the best soil for growing maize,Loam
,How can I prepare manure?,Put in a place covered and let it decompose
,what should I for  harvesting my maize,Hands or appropriate machinery
,what fertilizer can be used in beans,NPK/Urea
,How can I control cassava weevils during storage?,Use chemicals 
,should I spray bees in my beans garden,Depends on what you are spraying
,How can I know a bad quality growth in beans,Poor germination 
,Is it ok to spray bean plant during flowering.,Depends on what you are spraying
,how to control heat from my cassava,Irrigate or plat drought resistant variety
,what causes my maize to grow short and tails to put on comb with the seeds,Poor fertility and diseases
,what are qualities of good seeds for planting,High viability
,what causes beans rust,Fungal attack
,how many inches can I use for cutting my cassava stems,Not clear
,does maize fix nitrogen in the soil,No
,how does rust spread in beans,Vectors and wind
,what causes cassava steam same time swollen,Failure to germinate
,how can I control cassava brown streak,Use clean planting material
,how can I prepare my garden for the new season,Use tractors
,what makes maize plant to high sugar concentration in the leaves,Failure to take the sugar into the cobs 
,what fertilizer can I use for growing my cassava,NPK/Urea
,what can I use for denying my maize,Not clear
,What is monoculture,Growing the same crop in the same piece of land
,what crop can I use for inter cropping maize,Beans
,what causes the brownness of my maize leaves in the garden?,Viral diseases 
,what makes my maize plants to break from the mall of the stems,Lack of nutrients like Nitrogen
,how prevent pests in maize,Use pesticides or appropriate methods of planting
,Which chemical pesticide?,Not clear
,how can I control  pests in my maize garden,Use pesticides or appropriate methods of planting
,how can I space Maize when intercropped with cassava,1X0.4 meters 
,why do some cassava leaves folded,Have cassava mosaic disease 
,how mature should cassava be before planting,12 months 
,why do the downer leaves of the maize turnn,Not clear
,How can I prevent pest and diseases in my bean garden,Use good cropping practices 
,where can I get clean been seeds,From NARO and seed suppliers 
,what causes weevils In my maize,Come from environment
,what are the characteristics of a well drained fertile soil,Good aeration
,how many maize plants should I leave after thinning,One plant
,how can I improve on good quality beans,Grow them using good growing practices 
,what makes the cassava leaf to be folded,Have cassava mosaic disease 
,what is fertilizer application,Adding fertilizer in soil
,when should I control weeds in my maize garden,When weeds are many in the garden
,what are the agricultural practices?,Good ways of practicing agric
,what mates my cassava to shade off it's causes before maturity,Drought or cassava brown streak
,Some people don't want beans in ceremonies why?,It is considered a low value food
,how can I control cassava mosaic disease,Use clean planting material
,what are the common cassava pests,Whiteflies
,what is light,An energy from a light source 
,how do I know my cassava is measured ready to be uprooted?,Check for presence of roots after 12 months 
,which part of the bean seed do we find nitrogen fixing bacteria,Nodules
,How does phosphorus importance to Crop?,It increases energy in the plant
,how can I control bean weevils,Use a good store
,Is there any cassava variety which can finish 8year,No
,when  does the second season of maize  start,August
,which fertilizer is the best for beans,NPK/Urea
,Is there any chemical I can use to store my maize after harvesting,Yes-Phosphine
,What is the use of Cassava to people growing it?,Food and income security
,How can I add manure into the Soil?,Add and plough into the soil
,when should I plant my cassava cutting,At the beginning of rainy season
,How should a farmer remove excess water from the Soil?,Drain it
,how can beans retardation be controlled,Use specific means such as application of fertilization
,How many times should I plough garden before planting maize,Twice 
,What are the components of germination?,Two
,what type of herbicides can I use  to control weeds in my cassava garden,Weed master and glyphoshate
,How can I sundry me crops at home.,Use tarpaulins or a dry drying ground or racks
,what crop can I use for intercropping maize,Beans 
,which cassava type is resistant to mosaic disease?,Improved cassava varieties 
,Why a farmer dress maize seeds before planting?,To stop fungal attack
,What makes bean pod empty?,Poor seeding
,How can I apply fertilizer  in my bean garden?,Broadcast or around the plant
,What makes cassava to have very less weight,Poor growing conditions 
,What are the methods of drainage for water logged soil?,Not clear
,How will I differentiate narocass cassava from other cassavas,Look at the light green petioles 
,where can I get quality clean bean seeds for planting,From NARO and seed suppliers 
,what makes the bean pod to have very small seed,Poor soil or weather conditions 
,what fertilizer can I use when planting cassava,NPK/Urea
,what makes my maize seeds to germinate one when have planted two seeds,One dies out
,what are cassava viruses,Virus which attack cassava
,how many types of  beans in Uganda,"Many, improved and local varieties "
,Which irrigation methods conserve water.,Drip
,why is maize very cheap,Market forces determine price 
,how may seeds can I put in da pit when planting maize,One or two seeds
,what size of cassava stem should I plant in a hole?,10-15 cm
,How can I control soil erosion in cassava garden,Mulching
,why is cassava bitter,Hydrogen cyanide 
,How can I control scale insects in cassava garden,Apply pesticide
,which crops adds fertility in the soil,Legumes
,which chemical can I use for spraying maize,Depends on what you are spraying
,how can I apply fertilizer in my cassava,Broad cast or apply around individual plant
,what diseases attack beans,Fungal and bacterial diseases
,how can I handle the chemical for spraying,Use Protective Personal Equipment (PPE)
,what makes some cassava light in kilograms,Poor growing conditions 
,how can I control pest and disease in cassava,Use resistant varieties or pesticides 
,why maize leave can be dots,Attack by fungus
,what chemical can I use for dressing my maize seeds,Fungicides like Captan etc
,why does my cassava put few yields ,Poor growing conditions and diseases 
,how many beans seeds should I put per,One to two seeds 
,why cassava leave make yellow,Cassava brown streak disease
,what causes the drying up cassava,Disease or poor growing conditions 
,why is it important to do seed dressing,To stop fungal attack
,how best can I get more yields in beans,Plant the right varieties 
,What is roughing ?,Not clear
,Does Uganda export cassava flour to outside countries?,Yes
,what is the best way of growing cassava,Select good fertile land and select good and disease free seed
,Is there any chemical I can use to store my maize after harvesting,Yes-Phosphine
,write NARO in full,National Agricultural Research Organization
,How can I control the under ground pests like mole rats in my Cassava,Use traps or rodenticides 
,how can I get healthy cassava cutting for e,Approach NARO or district agric officer
,what should I use for  threshing my beans,Threshers
,can I use macozeb to spray my beans,"For fungal infections,.. May be"
,can I spray cassava at any stage,Depends on what you are spraying
,What can I use to my maize in store,Store in a cool dry place 
,What is the importance of manure in soil and water concentration?,Increases soil fertility 
,which pests attack beans.,Insect and animal pests
,which vanity of cassava has short maturity periods,Most varieties mature at 12 months 
,what causes rotten of cassava in the gardens before harvesting,Fungal attack
,what are crop nutrients,Materials that improve crop growth 
,how often should I weed my cassava?,At least twice 
,What is seed?,Any material that can grow into anew plant
,where can I get clean beans for planting,From NARO and seed suppliers 
,what makes my root tuber constricted,CBSD
,how deep should the hole when planting beans in dry season,5 cm
,how many inches can I use for cutting my cassava,25 inches 
,when was the first cassava cutting reached Uganda,1850s
,when should I harvest my cassava,At the beginning of dry season
,how many types should I spray my beans,When the pest population is high enough
,what causes tuber rot,Fungal attack
,What is inter cropping in agriculture,Growing the different crop in the same piece of land
,when should I harvest My beans seeds,When they are ready with seeds at about 20% Moisture content for dry beans 
,How can I control caterpillar eating the stems of my beans plant,Use insecticides 
,what is the disadvantage of surface drainage of the soil?,It increases air circulation
,what can I control male rat in my cassava,Use rodenticides 
,when should I spray my maize,When what you are spraying is in the garden
,What steps taken to control bean maggots,Use pesticides or appropriate methods of planting
,what makes my beans to Roth  in Sind The pods,Drought or disease attack
,what's cassava green mite?,A pest of cassava that causes the leaves to be small
,how should I plant my cassava cuttings?,1 cutting
,what causes cassava bacteria blight,Xanthomonas bacteria
,how can cassava bacteria blight spread,Infected planting material and poor agric practices 
,What are symptoms of cassava blight disease?,Brown spots on leaves 
,what makes my cassava to put few and small Root tuber,Disease or poor growing conditions 
,What should I use to kill weeds in my cassava garden?,Weed master and glyphoshate
,How does wind erosion affect maize plants in my garden ?,Leads to loss of nutrients
,what causes cassava bacteria blight diseases,Xanthomonas bacteria
,How can a farmer protect him or her self from poison when spraying,Use PPE
,Why is it that cassava taste bitter during dry season?,Hydrogen cyanide is high
,what are the qualities of a good store?,Cool and dry 
,how does spread,Not clear
,how to maintain flowering beans,Use good flowering flowers
,"Is good to plant maize, and beans and cassava in one garden?",It can be done but not so good 
,how can I prevent the yellowing of my Cassava,Use clean drought tolerant seeds 
,How can a farmer control mole rat in maize garden?,Use traps or rodenticides 
,which cassava variety is resistant to pest and diseases,NAROCASS 1 and improved varieties 
,how can I get healthy cassava stems for planting,Approach NARO or district agric officer
,what are the importances of shifting cultivation to farmers,It allows land to rest
,what is rainfall,Water source
,The climatic factors that affect agriculture include,
,How can I control stalk rot in maize ?,Use resistant varieties 
,what is shifting cultivation,Shifting from one piece of land to another every season
,What is Name given to Agriculture implement commonly used for sowing the seeds?,A planter
,how many times should I take to spray my cassava growing,Depends on what you are spraying
,what methods can I use to control maize diseases,Use good cropping practices 
,How can I control weeds in my Maize garden?,Use herbicides 
,How can I maintain fertility of my land,Add fertilizers
,why do some plants grow with little roots like cassava,Not clear
,how  long does it take  beans to mature,Maximally 3 months 
,when should I gap fill my cassava?,After germination when you see gaps
,how can I conserve land for maize growing,Make sure you use better cropping methods 
,what are the common type of bean diseases,"Anthracnose , angular leaf spot , rust  and common bacterial blight"
,How can a farmer prevent small holes on beans leaves,Use the insecticides that deal with caterpillars 
,what causes flowering in bean plants?,Flower
,how can I control cassava tuber rot,Plant in a clean field free from tree stumps
,What are right germination conditions,"Air, moisture, oxygen and nutrients "
,which type of cassava is disease resistant,Improved cassava varieties 
,what is pesticides?,Chemicals that control pests
,how can I control  grass hoper  cutting  the  leaves  of  my beans,Use insecticides 
,how can I control mealybugs,Use resistant varieties 
,what are the objectives of primary tillage?,To easily prepare land 
,which variety of cassava is high yielding,NAROCASS 1 and improved varieties 
,what is cassava spacing,1X1Meters 
,How can I control cassava bacteria blight?,Use clean planting material
,what causes rotting of beans in the pods,Low moisture in the soil and fungal organisms 
,which season is good for planting groundnuts,Wet season
,How can maize plants be controlled.,Not clear
,what is the procedure for seed germination test,"Put seeds in water, the ones that sink are good"
,How does white flies spread out in cassava garden?,They lay eggs and hatch new whiteflies 
,what causes cassava bacteria blight streak diseases in my cassava leaves,CBSD is by a virus and CBB is by a bacteria
,what can I use for storing my cassava from the garden during harvesting,A cool dry place or store 
,how can I space my maize,30X70 cm
,how to plant the cassava cuttings,Plant at a spacing of 1X1 meter and 10 cm deep
,what makes my cassava seeds not grow well,Disease or poor growing conditions 
,How can I get clean planting materials,Approach NARO or district agric officer
,What causes beans weevils?,Insects lay eggs in the stored bean or even in the field 
,which maize vanities are to Brant to maize,Not clear
,what are the side effects of cassava leaf infections to the root tubers?,Low productivity is registered
,how many times should I spray my maize,Depends on what you are spraying
,how can I control necuils in my maize garden?,Use insecticides
,Which type of crop is advisable to intercrop with cassava,Beans 
,How can I obtains the percentage of moisture in the Soil sample .,Use soil moisture meter
,which disease mostly affect potatoes,Blight
,when  planting  maize how  can space the line,30X70 cm
,How can I prevent premature maize stem rotting?,Use nutrients
,what causes yellowing of older leaves in cassava,CBSD mainly
,What causes black spots on maize root,Fungal diseases
,what causes black spots on my beans pods,Black spots can be fungal from alternaria species 
,what makes cassava to rot?,Rotting of roots due to attack by fungus or water logging
,what eats up maize leaves,Caterpillars
,How can I apply fertilizer in my maize garden?,Broad cast or apply around individual plant
,What are the methods of breaking maize seed dormancy?,Use chemicals or viability enhancers 
,what is thinning in agriculture,Removal of unwanted plants from garden
,how. does climate change  affect maize yielding,Reduces yield
,name the common diseases of granites,Groundnut rosette
,How can I know that this maize floor is expired?,It is discolored
,how to make I good cassava cuttings,Cut about 6-10 cm long cuttings
,which variety of maize seeds is resistant to Sunshine,WEMA varieties 
,How can I sell my cassava,Ask your district commercial officer 
,what time is good for spraying maize,When the weather is calm
,which season does maize gives high geld?,All seasons can give good yield 
,How can a farmer control bean stem maggots,Use pesticides or appropriate methods of planting
,how does beans diseases spread,Through poor seeds and vectors in environment 
,know,Not clear
,we need signs of bacteria blight to cassava plant?,Islands on the leaf
,what is spacing of maize ,30X70 cm
,w can I use for storing my maize,A cool dry place
,how to prevent my beans from drying,In the garden try irrigation and reduce attack by pests
,at what time does pollination take place best,When flowers are receptive to pollinators 
,what is thinning in  agriculture,Removal of unwanted plants from garden
,what are the common diseases that attack beans,"Anthracnose , angular leaf spot , rust  and common bacterial blight"
,what are pests,Insects or animals that eat crops 
,what causes rotting of cassava,Root rots
,How can I control  Bacterial stalk in maize plants?,Use good cropping practices 
,What is sexual reproduction in Crops?,The movement of pollen to stigma to be joined to ovules 
,which type of pesticide can I apply to control pests in my garden,Depends on what you are spraying
,which disease is the most dangerous to crops like cassava,Viral diseases 
,why beans leave can be dots,Attack by fungal diseases 
,how to prevent monkeys from destroying maize,Use scare crows or chemicals 
,what are the dangerous of soil erosion ,Loss of nutrients and environmental degradation
,how can I control pest in my bean garden,Use good cropping practices 
,what causes  premature. yellowing. and. drying  of maize leaves,Viral diseases 
,what causes cassava root rot,Fungal diseases 
,what are the disadvantages of crop rotation,It may lead to accumulation of pests
, how long  should I take to plant my cassava cutting?,Keep them for about a week
,what is evaporation,Loss of water
,How can l control weevils in Maize store?,Use phosphine
,how can I apply fertilizer in my cassava garden,You can broadcast or apply near the plant
,Is it healthy to eat uncooked cassava,No
,how does nitrogen fixing bacteria help the soil,They add nitrogen
,How can I control beetles in beans,Use cultural methods like planting repellants
,Is it healthy to eat uncooked cassava?,No
,which variety of cassava is tolerant to cassava green mite?,Most improved varieties like NAROCASS 1
,Now as shine have burn maize and it has started raining will this maize be alright?,Possibly depending on extent of damage
,how can cassava mosaic diseases be avoided,Use clean planting material
,How can I sell my cassava.,Contact your district commercial officer 
,what makes my heart to rot inside the pod,Not clear
,Which type or root does Maize plant have?,Fibrous roots
,The chemical forms of weathering may include,
,what are the common diseases of maize,"Maize streak disease, ear rot, maize viral diseases, maize smut etc"
,which soil type is better for cassava,Loam soil
,How can a farmer prevent cut worms,Use good cropping practices 
,How many days does beans take to germinate,About 5 days
,how to control quality of maize,Make sure you use better cropping methods 
,how does cassava mosaic disease spread?,Through cassava cuttings
,what method of mulching is good for Crop?,Use compostable material
,are improved maize replanted,Hybrids cannot be replanted
,why do some maize leaves have holes in them,Attack by pests
